Group,,Calculated Quantities,,,,,,,Geometry Calculations,,,User Categorised Properties
Unit Type,,Length,Length,Length,Area,Area,Volume,Area,Numeric,Numeric,Numeric,Text
Unit,,m,m,m,m2,m2,m3,m2,Ea.,Ea.,Ea.,
Owner ID,Property Owner Type,Bounding Box Height,Bounding Box Length,Bounding Box Width,Calculated Gross Area,Calculated Surface Area,Calculated Volume,Largest Projected Area,Max Z,Min Z,Triangle Count,Target Category
99292c19-8eb6-44ab-9757-345cb43e02df,Element,0.74,14.33,9.93,285.65,285.65,5.68,0,144.7,143.96,17250,ROAD
99292c19-8eb6-44ab-9757-345cb43e0297,Element,0.68,12.02,9.93,239.64,239.64,4.77,0,144.94,144.26,10936,ROAD
99292c19-8eb6-44ab-9757-345cb43e022f,Element,0.67,12.02,9.93,239.64,239.64,4.77,0,145.17,144.5,10936,ROAD
99292c19-8eb6-44ab-9757-345cb43e0de7,Element,0.62,13.55,5.76,197.68,197.68,3.93,0,145.36,144.74,10344,ROAD
99292c19-8eb6-44ab-9757-345cb43e0dbf,Element,0.46,7.71,7.00,108.85,108.85,2.16,0,145.38,144.92,9070,ROAD
99292c19-8eb6-44ab-9757-345cb43e0d77,Element,0.46,7.71,7.00,108.85,108.85,2.16,0,145.52,145.07,9066,ROAD
99292c19-8eb6-44ab-9757-345cb43e0d0f,Element,0.53,11.99,7.00,168.83,168.83,3.35,0,145.73,145.2,10912,ROAD
99292c19-8eb6-44ab-9757-345cb43e0cc7,Element,0.52,11.99,7.00,168.83,168.83,3.35,0,145.94,145.41,10912,ROAD
99292c19-8eb6-44ab-9757-345cb43e0c9f,Element,0.51,11.99,7.00,168.82,168.82,3.35,0,146.13,145.62,10912,ROAD
99292c19-8eb6-44ab-9757-345cb43e0c57,Element,0.51,11.99,7.00,168.82,168.82,3.35,0,146.32,145.81,10912,ROAD
99292c19-8eb6-44ab-9757-345cb43e0fef,Element,0.5,11.99,7.00,168.82,168.82,3.35,0,146.49,146,10912,ROAD
99292c19-8eb6-44ab-9757-345cb43e0fa7,Element,0.49,11.98,7.00,168.82,168.82,3.35,0,146.66,146.17,10912,ROAD
99292c19-8eb6-44ab-9757-345cb43e0f7f,Element,0.48,11.98,7.00,168.82,168.82,3.35,0,146.83,146.34,10912,ROAD
99292c19-8eb6-44ab-9757-345cb43e0f37,Element,0.47,11.98,7.00,168.82,168.82,3.35,0,146.98,146.51,10916,ROAD
99292c19-8eb6-44ab-9757-345cb43e0ecf,Element,0.47,11.98,7.00,168.82,168.82,3.35,0,147.13,146.66,10936,ROAD
99292c19-8eb6-44ab-9757-345cb43e0e87,Element,0.46,11.97,7.00,168.81,168.81,3.35,0,147.26,146.81,10936,ROAD
99292c19-8eb6-44ab-9757-345cb43e0e5f,Element,0.45,11.97,7.00,168.81,168.81,3.35,0,147.39,146.94,10936,ROAD
99292c19-8eb6-44ab-9757-345cb43e0e17,Element,0.44,11.97,7.00,168.81,168.81,3.35,0,147.52,147.07,10936,ROAD
99292c19-8eb6-44ab-9757-345cb43e09af,Element,0.43,11.96,7.00,168.81,168.81,3.35,0,147.63,147.2,10936,ROAD
99292c19-8eb6-44ab-9757-345cb43e0967,Element,0.43,11.96,7.00,168.81,168.81,3.35,0,147.74,147.31,10972,ROAD
99292c19-8eb6-44ab-9757-345cb43e093f,Element,0.42,11.96,7.00,168.81,168.81,3.35,0,147.84,147.42,10996,ROAD
99292c19-8eb6-44ab-9757-345cb43e08f7,Element,0.41,11.96,7.00,168.81,168.81,3.35,0,147.93,147.52,11004,ROAD
99292c19-8eb6-44ab-9757-345cb43e088f,Element,0.4,11.95,7.00,168.81,168.81,3.35,0,148.01,147.61,11000,ROAD
99292c19-8eb6-44ab-9757-345cb43e0847,Element,0.39,11.95,7.00,168.81,168.81,3.35,0,148.08,147.69,11008,ROAD
99292c19-8eb6-44ab-9757-345cb43e081f,Element,0.36,7,6.74,95.46,95.46,1.89,0,148.12,147.76,8594,ROAD
99292c19-8eb6-44ab-9757-345cb43e0bd7,Element,0.36,7,6.73,95.32,95.32,1.88,0,148.16,147.8,8594,ROAD
99292c19-8eb6-44ab-9757-345cb43e0b6f,Element,0.38,11.95,7.00,168.82,168.82,3.35,0,148.22,147.84,28,ROAD
99292c19-8eb6-44ab-9757-345cb43e0b27,Element,0.37,11.95,7.00,168.82,168.82,3.35,0,148.27,147.9,1855,ROAD
99292c19-8eb6-44ab-9757-345cb43e0aff,Element,0.36,11.95,7.00,168.82,168.82,3.35,0,148.31,147.95,28,ROAD
99292c19-8eb6-44ab-9757-345cb43e0ab7,Element,0.35,11.95,7.00,168.82,168.82,3.35,0,148.34,147.99,28,ROAD
99292c19-8eb6-44ab-9757-345cb43e0a4f,Element,0.35,11.95,7.00,168.81,168.81,3.35,0,148.37,148.02,28,ROAD
99292c19-8eb6-44ab-9757-345cb43e0a07,Element,0.34,11.95,7.00,168.82,168.82,3.35,0,148.39,148.05,28,ROAD
99292c19-8eb6-44ab-9757-345cb43e15df,Element,0.33,11.95,7.00,168.81,168.81,3.35,0,148.4,148.07,1858,ROAD
99292c19-8eb6-44ab-9757-345cb43e1597,Element,0.32,11.95,7.00,168.81,168.81,3.35,0,148.4,148.08,1860,ROAD
99292c19-8eb6-44ab-9757-345cb43e152f,Element,0.33,11.95,7.00,168.82,168.82,3.35,0,148.4,148.08,28,ROAD
99292c19-8eb6-44ab-9757-345cb43e14e7,Element,0.33,11.95,7.00,168.81,168.81,3.35,0,148.4,148.06,3682,ROAD
99292c19-8eb6-44ab-9757-345cb43e14bf,Element,0.34,11.95,7.00,168.81,168.81,3.35,0,148.38,148.04,28,ROAD
99292c19-8eb6-44ab-9757-345cb43e1477,Element,0.35,11.95,7.00,168.82,168.82,3.35,0,148.36,148.01,28,ROAD
99292c19-8eb6-44ab-9757-345cb43e140f,Element,0.36,11.95,7.00,168.81,168.81,3.35,0,148.33,147.97,28,ROAD
99292c19-8eb6-44ab-9757-345cb43e17c7,Element,0.36,11.95,7.00,168.81,168.81,3.35,0,148.29,147.93,28,ROAD
99292c19-8eb6-44ab-9757-345cb43e179f,Element,0.37,11.95,7.00,168.82,168.82,3.35,0,148.25,147.88,28,ROAD
99292c19-8eb6-44ab-9757-345cb43e1757,Element,0.38,11.95,7.00,168.82,168.82,3.35,0,148.2,147.81,28,ROAD
99292c19-8eb6-44ab-9757-345cb43e16ef,Element,0.39,11.95,7.00,168.82,168.82,3.35,0,148.13,147.75,28,ROAD
99292c19-8eb6-44ab-9757-345cb43e16a7,Element,0.4,11.95,7.00,168.81,168.81,3.35,0,148.07,147.67,11002,ROAD
99292c19-8eb6-44ab-9757-345cb43e167f,Element,0.4,11.95,7.00,168.81,168.81,3.35,0,147.99,147.59,10910,ROAD
99292c19-8eb6-44ab-9757-345cb43e1637,Element,0.4,11.95,7.00,168.82,168.82,3.35,0,147.9,147.5,1751,ROAD
99292c19-8eb6-44ab-9757-345cb43e11cf,Element,0.4,11.95,7.00,168.82,168.82,3.35,0,147.82,147.42,28,ROAD
99292c19-8eb6-44ab-9757-345cb43e1187,Element,0.36,7,6.40,90.67,90.67,1.79,0,147.74,147.37,28,ROAD
99292c19-8eb6-44ab-9757-345cb43e115f,Element,0.41,11.95,7.02,169.47,169.47,3.36,0,147.69,147.29,28,ROAD
99292c19-8eb6-44ab-9757-345cb43e1117,Element,0.4,11.95,7.00,168.82,168.82,3.35,0,147.61,147.2,1750,ROAD
99292c19-8eb6-44ab-9757-345cb43e10af,Element,0.4,11.95,7.00,168.82,168.82,3.35,0,147.52,147.12,1750,ROAD
99292c19-8eb6-44ab-9757-345cb43e1067,Element,0.4,11.95,7.00,168.82,168.82,3.35,0,147.44,147.03,1750,ROAD
99292c19-8eb6-44ab-9757-345cb43e103f,Element,0.4,11.95,7.00,168.82,168.82,3.35,0,147.35,146.95,1750,ROAD
99292c19-8eb6-44ab-9757-345cb43e13f7,Element,0.4,11.95,7.00,168.82,168.82,3.35,0,147.27,146.87,1750,ROAD
99292c19-8eb6-44ab-9757-345cb43e138f,Element,0.4,11.95,7.00,168.82,168.82,3.35,0,147.19,146.78,1750,ROAD
99292c19-8eb6-44ab-9757-345cb43e1347,Element,0.4,11.95,7.00,168.82,168.82,3.35,0,147.1,146.7,1750,ROAD
99292c19-8eb6-44ab-9757-345cb43e131f,Element,0.4,11.95,7.00,168.81,168.81,3.35,0,147.02,146.61,10370,ROAD
99292c19-8eb6-44ab-9757-345cb43e12d7,Element,0.4,11.95,7.00,168.81,168.81,3.35,0,146.93,146.53,10370,ROAD
99292c19-8eb6-44ab-9757-345cb43e126f,Element,0.38,8.17,7.00,115.60,115.60,2.29,0,146.85,146.47,9458,ROAD
99292c19-8eb6-44ab-9757-345cb43e1227,Element,0.38,8.19,7.02,116.18,116.18,2.30,0,146.79,146.41,9458,ROAD
99292c19-8eb6-44ab-9757-345cb43e1dff,Element,0.4,11.96,7.00,168.81,168.81,3.35,0,146.73,146.33,10908,ROAD
99292c19-8eb6-44ab-9757-345cb43e1db7,Element,0.4,11.96,7.00,168.81,168.81,3.35,0,146.65,146.25,10908,ROAD
99292c19-8eb6-44ab-9757-345cb43e1d4f,Element,0.4,11.96,7.00,168.81,168.81,3.35,0,146.57,146.16,10908,ROAD
85127b67-f45a-4b00-a4d7-ac59742842e9,Element,0.68,11.96,7.00,168.41,168.41,2.93,0,131.53,130.86,1644,ROAD
85127b67-f45a-4b00-a4d7-ac59742847ed,Element,0.62,10,7.00,141.19,141.19,2.45,0,132.99,132.38,12,ROAD
85127b67-f45a-4b00-a4d7-ac59742847d7,Element,0.62,10.04,7.00,141.32,141.32,2.46,0,133.29,132.68,1530,ROAD
4599ad04-ec9e-4409-a9c8-47f829aff4d2,Element,0.13,10.21,7.00,143.50,143.50,2.49,0,145.87,145.74,12,ROAD
360e92a1-dfb1-453f-b26f-3f699b5bfd6c,Element,0.23,10.28,7.00,143.36,143.36,2.49,0,146.4,146.18,12,ROAD
a0276896-8c3e-52cf-0000-00000000008b,Element,0.5,8,5.02,81.37,81.37,1.60,0,114.82,114.33,24,ROAD
a0276896-8c3e-52cf-0000-00000000008d,Element,0.11,5.02,1.01,10.35,10.35,0.20,0,114.88,114.77,24,ROAD
a0276896-8c3e-52cf-0000-00000000008f,Element,0.53,8,5.02,82.15,82.15,2.81,0,114.78,114.26,24,ROAD
a0276896-8c3e-52cf-0000-000000000091,Element,0.22,5.03,2.50,26.22,26.22,0.88,0,114.92,114.7,24,ROAD
a0276896-8c3e-52cf-0000-000000000093,Element,0.53,8,5.02,82.15,82.15,2.81,0,114.71,114.19,24,ROAD
a0276896-8c3e-52cf-0000-000000000095,Element,0.42,5.03,2.50,29.23,29.23,3.39,0,114.85,114.43,24,ROAD
a0276896-8c3e-52cf-0000-000000000097,Element,0.66,8,5.02,85.54,85.54,8.02,0,114.64,113.99,24,ROAD
a0276896-8c3e-52cf-0000-000000000099,Element,0.92,10.51,7.99,176.56,176.56,20.89,0,139.28,138.37,36,ROAD
a0276896-8c3e-52cf-0000-00000000009f,Element,0.65,3,0.86,9.38,9.38,1.20,0,115.04,114.39,20,ROAD
a0276896-8c3e-52cf-0000-0000000000a9,Element,0.51,5.03,0.68,12.24,12.24,1.62,0,114.7,114.19,24,ROAD
a0276896-8c3e-52cf-0000-0000000000ab,Element,0.73,5.05,1.92,25.27,25.27,4.44,0,114.85,114.12,26,ROAD
a0276896-8c3e-52cf-0000-0000000000b7,Element,0.51,8,5.00,80.96,80.96,1.60,0,114.4,113.89,24,ROAD
a0276896-8c3e-52cf-0000-0000000000b9,Element,0.54,8,5.00,81.74,81.74,2.79,0,114.36,113.82,24,ROAD
a0276896-8c3e-52cf-0000-0000000000bb,Element,0.14,4.98,1.04,10.65,10.65,0.20,0,113.98,113.83,24,ROAD
a0276896-8c3e-52cf-0000-0000000000bd,Element,0.54,8,5.00,81.74,81.74,2.79,0,114.29,113.75,24,ROAD
a0276896-8c3e-52cf-0000-0000000000bf,Element,0.26,4.98,2.50,25.96,25.96,0.87,0,113.94,113.68,24,ROAD
a0276896-8c3e-52cf-0000-0000000000c1,Element,0.67,8,5.00,85.12,85.12,7.98,0,114.22,113.55,24,ROAD
a0276896-8c3e-52cf-0000-0000000000c3,Element,0.46,4.98,2.50,28.95,28.95,3.36,0,113.87,113.41,24,ROAD
a0276896-8c3e-52cf-0000-0000000000c5,Element,0.92,10.51,8.08,178.42,178.42,21.12,0,139.76,138.84,36,ROAD
a0276896-8c3e-52cf-0000-0000000000cb,Element,0.45,5,1.51,18.56,18.56,2.48,0,114.08,113.63,40,ROAD
a0276896-8c3e-52cf-0000-0000000000cc,Element,0.2,5,1.14,12.72,12.72,0.75,0,114.19,113.99,26,ROAD
a0276896-8c3e-52cf-0000-0000000000e0,Element,0.68,15.03,0.86,43.61,43.61,5.97,0,115.02,114.34,68,ROAD
a0276896-8c3e-52cf-0000-000000000ee4,Element,0.39,5,0.34,7.16,7.16,0.60,0,114.13,113.74,30,ROAD
a0276896-8c3e-52cf-0000-000000001f6e,Element,0.57,7.99,0.35,11.55,11.55,1.00,0,139.39,138.83,34,ROAD
a0276896-8c3e-52cf-0000-000000001f73,Element,0.42,8.01,1.26,22.62,22.62,1.76,0,139.45,139.03,40,ROAD
a0276896-8c3e-52cf-0000-000000001f74,Element,0.55,8.01,1.51,28.60,28.60,3.41,0,139.28,138.73,60,ROAD
a0276896-8c3e-52cf-0000-000000001f78,Element,0.58,8.08,2.51,46.11,46.11,5.45,0,140.03,139.45,36,ROAD
a0276896-8c3e-52cf-0000-000000001f79,Element,0.76,8.06,8.01,135.16,135.16,12.86,0,139.84,139.09,36,ROAD
a0276896-8c3e-52cf-0000-000000001f7a,Element,0.38,8.08,2.51,41.88,41.88,1.41,0,140.1,139.72,36,ROAD
a0276896-8c3e-52cf-0000-000000001f7b,Element,0.63,8.06,8.01,130.99,130.99,4.50,0,139.91,139.29,36,ROAD
a0276896-8c3e-52cf-0000-000000001f7c,Element,0.35,8.08,2.51,41.25,41.25,0.81,0,140.14,139.79,36,ROAD
a0276896-8c3e-52cf-0000-000000001f7d,Element,0.63,8.06,8.01,130.99,130.99,4.50,0,139.98,139.36,36,ROAD
a0276896-8c3e-52cf-0000-000000001f7e,Element,0.6,8.06,8.01,130.03,130.03,2.57,0,140.02,139.43,36,ROAD
a0276896-8c3e-52cf-0000-000000001f83,Element,0.84,7.92,0.87,23.49,23.49,3.19,0,139.17,138.33,66,ROAD
a0276896-8c3e-52cf-0000-000000001f87,Element,0.76,8.01,7.99,134.00,134.00,12.74,0,139.48,138.73,36,ROAD
a0276896-8c3e-52cf-0000-000000001f88,Element,0.58,7.94,2.51,45.35,45.35,5.35,0,139.19,138.62,36,ROAD
a0276896-8c3e-52cf-0000-000000001f89,Element,0.63,8.01,7.99,129.85,129.85,4.46,0,139.55,138.93,36,ROAD
a0276896-8c3e-52cf-0000-000000001f8a,Element,0.38,7.94,2.51,41.17,41.17,1.39,0,139.26,138.89,36,ROAD
a0276896-8c3e-52cf-0000-000000001f8b,Element,0.63,8.01,7.99,129.85,129.85,4.46,0,139.62,139,36,ROAD
a0276896-8c3e-52cf-0000-000000001f8c,Element,0.35,7.94,2.51,40.55,40.55,0.79,0,139.3,138.96,36,ROAD
a0276896-8c3e-52cf-0000-000000001f8d,Element,0.6,8.01,7.99,128.89,128.89,2.55,0,139.66,139.07,36,ROAD
a0276896-8c3e-52cf-0000-000000001f90,Element,0.98,24.98,0.40,35.56,35.56,3.11,0,139.2,138.22,66,ROAD
a0276896-8c3e-52cf-0000-000000001f95,Element,0.83,25.03,1.31,69.74,69.74,5.51,0,139.26,138.42,88,ROAD
a0276896-8c3e-52cf-0000-000000001f96,Element,0.97,25.03,1.57,87.55,87.55,10.64,0,139.09,138.12,120,ROAD
a0276896-8c3e-52cf-0000-000000001f9a,Element,0.99,25.24,2.56,141.20,141.20,17.02,0,139.83,138.84,72,ROAD
a0276896-8c3e-52cf-0000-000000001f9b,Element,1.17,25.19,8.06,415.52,415.52,40.18,0,139.65,138.48,72,ROAD
a0276896-8c3e-52cf-0000-000000001f9c,Element,0.79,25.24,2.56,130.12,130.12,4.41,0,139.9,139.11,72,ROAD
a0276896-8c3e-52cf-0000-000000001f9d,Element,1.04,25.19,8.06,406.91,406.91,14.06,0,139.72,138.68,72,ROAD
a0276896-8c3e-52cf-0000-000000001f9e,Element,0.76,25.24,2.56,128.45,128.45,2.52,0,139.94,139.18,72,ROAD
a0276896-8c3e-52cf-0000-000000001f9f,Element,1.04,25.19,8.06,406.91,406.91,14.06,0,139.79,138.75,72,ROAD
a0276896-8c3e-52cf-0000-000000001fa0,Element,1.01,25.19,8.06,404.93,404.93,8.04,0,139.83,138.82,72,ROAD
a0276896-8c3e-52cf-0000-000000001fa5,Element,1.25,24.76,0.92,71.69,71.69,9.98,0,138.97,137.72,126,ROAD
a0276896-8c3e-52cf-0000-000000001fa9,Element,1.17,24.97,8.06,411.92,411.92,39.82,0,139.29,138.12,72,ROAD
a0276896-8c3e-52cf-0000-000000001faa,Element,0.99,24.81,2.56,138.82,138.82,16.73,0,139,138.01,72,ROAD
a0276896-8c3e-52cf-0000-000000001fab,Element,1.04,24.97,8.06,403.36,403.36,13.94,0,139.36,138.32,72,ROAD
a0276896-8c3e-52cf-0000-000000001fac,Element,0.79,24.81,2.56,127.91,127.91,4.34,0,139.07,138.28,72,ROAD
a0276896-8c3e-52cf-0000-000000001fad,Element,1.04,24.97,8.06,403.36,403.36,13.94,0,139.43,138.39,72,ROAD
a0276896-8c3e-52cf-0000-000000001fae,Element,0.76,24.81,2.56,126.27,126.27,2.48,0,139.11,138.35,72,ROAD
a0276896-8c3e-52cf-0000-000000001faf,Element,1.01,24.97,8.06,401.39,401.39,7.97,0,139.47,138.46,72,ROAD
a0276896-8c3e-52cf-0000-000000001fb2,Element,0.98,24.98,0.40,35.56,35.56,3.11,0,138.59,137.6,68,ROAD
a0276896-8c3e-52cf-0000-000000001fb7,Element,0.83,25.03,1.31,69.74,69.74,5.51,0,138.65,137.81,88,ROAD
a0276896-8c3e-52cf-0000-000000001fb8,Element,0.97,25.03,1.57,87.55,87.55,10.64,0,138.48,137.51,120,ROAD
a0276896-8c3e-52cf-0000-000000001fbc,Element,0.99,25.24,2.56,141.21,141.21,17.02,0,139.22,138.23,78,ROAD
a0276896-8c3e-52cf-0000-000000001fbd,Element,1.17,25.19,8.06,415.53,415.53,40.18,0,139.04,137.87,72,ROAD
a0276896-8c3e-52cf-0000-000000001fbe,Element,0.79,25.24,2.56,130.12,130.12,4.41,0,139.29,138.5,78,ROAD
a0276896-8c3e-52cf-0000-000000001fbf,Element,1.04,25.19,8.06,406.92,406.92,14.06,0,139.11,138.07,72,ROAD
a0276896-8c3e-52cf-0000-000000001fc0,Element,0.76,25.24,2.56,128.46,128.46,2.52,0,139.33,138.57,72,ROAD
a0276896-8c3e-52cf-0000-000000001fc1,Element,1.04,25.19,8.06,406.92,406.92,14.06,0,139.18,138.14,72,ROAD
a0276896-8c3e-52cf-0000-000000001fc2,Element,1.01,25.19,8.06,404.94,404.94,8.03,0,139.22,138.21,72,ROAD
a0276896-8c3e-52cf-0000-000000001fc7,Element,1.25,24.76,0.92,71.69,71.69,9.98,0,138.36,137.11,120,ROAD
a0276896-8c3e-52cf-0000-000000001fcb,Element,1.17,24.97,8.06,411.92,411.92,39.82,0,138.68,137.51,72,ROAD
a0276896-8c3e-52cf-0000-000000001fcc,Element,0.99,24.81,2.56,138.82,138.82,16.73,0,138.39,137.4,72,ROAD
a0276896-8c3e-52cf-0000-000000001fcd,Element,1.04,24.97,8.06,403.37,403.37,13.94,0,138.75,137.71,72,ROAD
a0276896-8c3e-52cf-0000-000000001fce,Element,0.79,24.81,2.56,127.91,127.91,4.34,0,138.46,137.67,72,ROAD
a0276896-8c3e-52cf-0000-000000001fcf,Element,1.04,24.97,8.06,403.37,403.37,13.94,0,138.82,137.78,72,ROAD
a0276896-8c3e-52cf-0000-000000001fd0,Element,0.76,24.81,2.56,126.27,126.27,2.48,0,138.5,137.74,72,ROAD
a0276896-8c3e-52cf-0000-000000001fd1,Element,1.01,24.97,8.06,401.39,401.39,7.96,0,138.86,137.85,72,ROAD
a0276896-8c3e-52cf-0000-000000001fd4,Element,0.98,24.98,0.40,35.57,35.57,3.11,0,137.98,136.99,70,ROAD
a0276896-8c3e-52cf-0000-000000001fd9,Element,0.83,25.03,1.31,69.74,69.74,5.51,0,138.04,137.2,82,ROAD
a0276896-8c3e-52cf-0000-000000001fda,Element,0.97,25.03,1.57,87.55,87.55,10.64,0,137.87,136.9,120,ROAD
a0276896-8c3e-52cf-0000-000000001fde,Element,0.99,25.24,2.56,141.21,141.21,17.02,0,138.61,137.62,78,ROAD
a0276896-8c3e-52cf-0000-000000001fdf,Element,1.17,25.19,8.06,415.53,415.53,40.18,0,138.43,137.26,72,ROAD
a0276896-8c3e-52cf-0000-000000001fe0,Element,0.79,25.24,2.56,130.12,130.12,4.41,0,138.68,137.89,78,ROAD
a0276896-8c3e-52cf-0000-000000001fe1,Element,1.04,25.19,8.06,406.93,406.93,14.06,0,138.5,137.46,72,ROAD
a0276896-8c3e-52cf-0000-000000001fe2,Element,0.76,25.24,2.56,128.46,128.46,2.52,0,138.72,137.96,72,ROAD
a0276896-8c3e-52cf-0000-000000001fe3,Element,1.04,25.19,8.06,406.93,406.93,14.06,0,138.57,137.53,72,ROAD
a0276896-8c3e-52cf-0000-000000001fe4,Element,1.01,25.19,8.06,404.94,404.94,8.03,0,138.61,137.6,72,ROAD
a0276896-8c3e-52cf-0000-000000001fe9,Element,1.25,24.76,0.92,71.69,71.69,9.98,0,137.75,136.5,120,ROAD
a0276896-8c3e-52cf-0000-000000001fed,Element,1.17,24.97,8.06,411.93,411.93,39.82,0,138.07,136.9,72,ROAD
a0276896-8c3e-52cf-0000-000000001fee,Element,0.99,24.81,2.56,138.82,138.82,16.73,0,137.78,136.79,72,ROAD
a0276896-8c3e-52cf-0000-000000001fef,Element,1.04,24.97,8.06,403.38,403.38,13.94,0,138.14,137.1,72,ROAD
a0276896-8c3e-52cf-0000-000000001ff0,Element,0.79,24.81,2.56,127.91,127.91,4.34,0,137.85,137.06,72,ROAD
a0276896-8c3e-52cf-0000-000000001ff1,Element,1.04,24.97,8.06,403.38,403.38,13.94,0,138.21,137.17,72,ROAD
a0276896-8c3e-52cf-0000-000000001ff2,Element,0.76,24.81,2.56,126.27,126.27,2.48,0,137.89,137.13,72,ROAD
a0276896-8c3e-52cf-0000-000000001ff3,Element,1.01,24.97,8.06,401.40,401.40,7.96,0,138.25,137.24,72,ROAD
a0276896-8c3e-52cf-0000-000000001ff5,Element,0.98,24.97,0.40,35.56,35.56,3.11,0,137.37,136.38,80,ROAD
a0276896-8c3e-52cf-0000-000000001ffa,Element,0.83,25.03,1.31,69.74,69.74,5.51,0,137.43,136.59,96,ROAD
a0276896-8c3e-52cf-0000-000000001ffb,Element,0.97,25.03,1.57,87.54,87.54,10.64,0,137.26,136.29,140,ROAD
a0276896-8c3e-52cf-0000-000000001fff,Element,0.99,25.24,2.56,141.20,141.20,17.02,0,138,137.01,84,ROAD
a0276896-8c3e-52cf-0000-000000002000,Element,1.17,25.19,8.06,415.50,415.50,40.17,0,137.82,136.65,84,ROAD
a0276896-8c3e-52cf-0000-000000002001,Element,0.79,25.24,2.56,130.11,130.11,4.41,0,138.07,137.28,84,ROAD
a0276896-8c3e-52cf-0000-000000002002,Element,1.04,25.19,8.06,406.90,406.90,14.06,0,137.89,136.85,84,ROAD
a0276896-8c3e-52cf-0000-000000002003,Element,0.76,25.24,2.56,128.45,128.45,2.52,0,138.11,137.35,84,ROAD
a0276896-8c3e-52cf-0000-000000002004,Element,1.04,25.19,8.06,406.90,406.90,14.06,0,137.96,136.92,84,ROAD
a0276896-8c3e-52cf-0000-000000002005,Element,1.01,25.19,8.06,404.91,404.91,8.04,0,138,136.99,84,ROAD
a0276896-8c3e-52cf-0000-00000000200a,Element,1.25,24.76,0.92,71.69,71.69,9.98,0,137.14,135.89,144,ROAD
a0276896-8c3e-52cf-0000-00000000200e,Element,1.17,24.97,8.06,411.89,411.89,39.82,0,137.46,136.29,84,ROAD
a0276896-8c3e-52cf-0000-00000000200f,Element,0.99,24.81,2.56,138.81,138.81,16.73,0,137.17,136.18,84,ROAD
a0276896-8c3e-52cf-0000-000000002010,Element,1.04,24.97,8.06,403.34,403.34,13.94,0,137.53,136.49,84,ROAD
a0276896-8c3e-52cf-0000-000000002011,Element,0.79,24.81,2.56,127.90,127.90,4.34,0,137.24,136.45,84,ROAD
a0276896-8c3e-52cf-0000-000000002012,Element,1.04,24.97,8.06,403.34,403.34,13.94,0,137.6,136.56,84,ROAD
a0276896-8c3e-52cf-0000-000000002013,Element,0.76,24.81,2.56,126.26,126.26,2.48,0,137.28,136.52,84,ROAD
a0276896-8c3e-52cf-0000-000000002014,Element,1.01,24.97,8.06,401.37,401.37,7.97,0,137.64,136.63,84,ROAD
a0276896-8c3e-52cf-0000-000000002017,Element,0.98,24.98,0.40,35.56,35.56,3.11,0,136.76,135.77,66,ROAD
a0276896-8c3e-52cf-0000-00000000201b,Element,0.83,25.03,1.31,69.74,69.74,5.51,0,136.82,135.98,82,ROAD
a0276896-8c3e-52cf-0000-00000000201c,Element,0.97,25.03,1.57,87.55,87.55,10.64,0,136.65,135.68,126,ROAD
a0276896-8c3e-52cf-0000-000000002020,Element,0.99,25.24,2.56,141.21,141.21,17.02,0,137.39,136.4,72,ROAD
a0276896-8c3e-52cf-0000-000000002021,Element,1.17,25.19,8.06,415.52,415.52,40.18,0,137.21,136.04,72,ROAD
a0276896-8c3e-52cf-0000-000000002022,Element,0.79,25.24,2.56,130.12,130.12,4.41,0,137.46,136.67,72,ROAD
a0276896-8c3e-52cf-0000-000000002023,Element,1.04,25.19,8.06,406.92,406.92,14.06,0,137.28,136.24,72,ROAD
a0276896-8c3e-52cf-0000-000000002024,Element,0.76,25.24,2.56,128.46,128.46,2.52,0,137.5,136.74,72,ROAD
a0276896-8c3e-52cf-0000-000000002025,Element,1.04,25.19,8.06,406.92,406.92,14.06,0,137.35,136.31,72,ROAD
a0276896-8c3e-52cf-0000-000000002026,Element,1.01,25.19,8.06,404.93,404.93,8.03,0,137.39,136.38,72,ROAD
a0276896-8c3e-52cf-0000-00000000202b,Element,1.25,24.76,0.92,71.69,71.69,9.98,0,136.53,135.28,114,ROAD
a0276896-8c3e-52cf-0000-00000000202f,Element,1.17,24.97,8.06,411.92,411.92,39.82,0,136.85,135.68,64,ROAD
a0276896-8c3e-52cf-0000-000000002030,Element,0.99,24.81,2.56,138.82,138.82,16.73,0,136.56,135.57,64,ROAD
a0276896-8c3e-52cf-0000-000000002031,Element,1.04,24.97,8.06,403.36,403.36,13.94,0,136.92,135.88,64,ROAD
a0276896-8c3e-52cf-0000-000000002032,Element,0.79,24.81,2.56,127.91,127.91,4.34,0,136.63,135.84,64,ROAD
a0276896-8c3e-52cf-0000-000000002033,Element,1.04,24.97,8.06,403.36,403.36,13.94,0,136.99,135.95,64,ROAD
a0276896-8c3e-52cf-0000-000000002034,Element,0.76,24.81,2.56,126.27,126.27,2.48,0,136.67,135.91,64,ROAD
a0276896-8c3e-52cf-0000-000000002035,Element,1.01,24.97,8.06,401.39,401.39,7.96,0,137.03,136.02,64,ROAD
a0276896-8c3e-52cf-0000-000000002038,Element,0.98,24.98,0.40,35.56,35.56,3.11,0,136.15,135.16,56,ROAD
a0276896-8c3e-52cf-0000-00000000203d,Element,0.83,25.03,1.31,69.74,69.74,5.51,0,136.21,135.37,74,ROAD
a0276896-8c3e-52cf-0000-00000000203e,Element,0.97,25.03,1.57,87.55,87.55,10.64,0,136.04,135.07,114,ROAD
